"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"BDL","Hartford, CT","CLT","Charlotte, NC",
"BDL","Hartford, CT","PHL","Philadelphia, PA",
"BDL","Hartford, CT","DCA","Washington, DC",
"BDL","Hartford, CT","ALB","Albany, NY",
"BDL","Hartford, CT","HKY","Hickory, NC",
"BDL","Hartford, CT","RDU","Raleigh/Durham, NC",
"BDL","Hartford, CT","HKY","Hickory, NC",
"BDL","Hartford, CT","RDU","Raleigh/Durham, NC",
"BDL","Hartford, CT","BDL","Hartford, CT",
"BDL","Hartford, CT","ALB","Albany, NY",
"BDL","Hartford, CT","ACT","Waco, TX",
"BDL","Hartford, CT","TPA","Tampa, FL",
"BDL","Hartford, CT","BWI","Baltimore, MD",
"BDL","Hartford, CT","BNA","Nashville, TN",
"BDL","Hartford, CT","FLL","Fort Lauderdale, FL",
"BDL","Hartford, CT","MDW","Chicago, IL",
"BDL","Hartford, CT","RSW","Fort Myers, FL",
"BDL","Hartford, CT","MCO","Orlando, FL",
"BDL","Hartford, CT","TPA","Tampa, FL",
"BDL","Hartford, CT","BWI","Baltimore, MD",
"BDL","Hartford, CT","BNA","Nashville, TN",
"BDL","Hartford, CT","MDW","Chicago, IL",
"BDL","Hartford, CT","RSW","Fort Myers, FL",
"BDL","Hartford, CT","MCO","Orlando, FL",
"BDL","Hartford, CT","ALB","Albany, NY",
"BDL","Hartford, CT","TPA","Tampa, FL",
"BDL","Hartford, CT","BWI","Baltimore, MD",
"BDL","Hartford, CT","BNA","Nashville, TN",
"BDL","Hartford, CT","FLL","Fort Lauderdale, FL",
"BDL","Hartford, CT","MDW","Chicago, IL",
"BDL","Hartford, CT","RSW","Fort Myers, FL",
"BDL","Hartford, CT","MCO","Orlando, FL",
"BDR","Bridgeport, CT","MVY","Martha's Vineyard, MA",
"BDR","Bridgeport, CT","NJ1","Berlin, NJ",
"BED","Bedford, MA","CLE","Cleveland, OH",
"BED","Bedford, MA","EWR","Newark, NJ",
"BED","Bedford, MA","MSP","Minneapolis, MN",
"BED","Bedford, MA","IAD","Washington, DC",
"BED","Bedford, MA","BOS","Boston, MA",
"BED","Bedford, MA","MCO","Orlando, FL",
"BED","Bedford, MA","MVY","Martha's Vineyard, MA",
"BED","Bedford, MA","ACK","Nantucket, MA",
"BED","Bedford, MA","IAD","Washington, DC",
"BED","Bedford, MA","AVL","Asheville, NC",
"BED","Bedford, MA","VA8","Richmond, VA",
"BED","Bedford, MA","TEB","Teterboro, NJ",
"BED","Bedford, MA","MYR","Myrtle Beach, SC",
"BED","Bedford, MA","CMH","Columbus, OH",
"BED","Bedford, MA","EWR","Newark, NJ",
"BED","Bedford, MA","SBN","South Bend, IN",
"BED","Bedford, MA","PHL","Philadelphia, PA",
"BED","Bedford, MA","BNA","Nashville, TN",
"BED","Bedford, MA","FLL","Fort Lauderdale, FL",
"BED","Bedford, MA","LUK","Cincinnati, OH",
"BED","Bedford, MA","CMH","Columbus, OH",
"BED","Bedford, MA","EWR","Newark, NJ",
"BED","Bedford, MA","AZA","Phoenix, AZ",
"BED","Bedford, MA","PIT","Pittsburgh, PA",
"BED","Bedford, MA","IAD","Washington, DC",
"BED","Bedford, MA","EWR","Newark, NJ",
"BED","Bedford, MA","ACK","Nantucket, MA",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","AKN","King Salmon, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","SVW","Sparrevohn, AK",
"BET","Bethel, AK","EDF","Anchorage, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","SNP","St. Paul, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","DLG","Dillingham, AK",
"BET","Bethel, AK","CDV","Cordova, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","TOG","Togiak, AK",
"BET","Bethel, AK","DLG","Dillingham, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","PQS","Pilot Station, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","RSH","Russian Mission, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","MOU","Mountain Village, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","PQS","Pilot Station, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","RSH","Russian Mission, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","CHU","Chuathbaluk, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","CKD","Crooked Creek, AK",
"BET","Bethel, AK","AUK","Alakanuk, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","KGX","Grayling, AK",
"BET","Bethel, AK","SHX","Shageluk, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","ANI","Aniak, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","MYU","Mekoryuk, AK",
"BET","Bethel, AK","SCM","Scammon Bay, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","HPB","Hooper Bay, AK",
"BET","Bethel, AK","ANI","Aniak, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","MYU","Mekoryuk, AK",
"BET","Bethel, AK","SCM","Scammon Bay, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","AKI","Akiak, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","GNU","Goodnews Bay, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","PTU","Platinum, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","HPB","Hooper Bay, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","ANV","Anvik, AK",
"BET","Bethel, AK","FVQ","Donlin Creek Mine, AK",
"BET","Bethel, AK","ANI","Aniak, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","ZNC","Nyac, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","SRV","Stony River, AK",
"BET","Bethel, AK","HPB","Hooper Bay, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","UNK","Unalakleet, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","ZNC","Nyac, AK",
"BET","Bethel, AK","AUK","Alakanuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","SCM","Scammon Bay, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","MOU","Mountain Village, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","PQS","Pilot Station, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","AUK","Alakanuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","KOT","Kotlik, AK",
"BET","Bethel, AK","MYU","Mekoryuk, AK",
"BET","Bethel, AK","SCM","Scammon Bay, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","SXP","Sheldon Point, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","MOU","Mountain Village, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","AKN","King Salmon, AK",
"BET","Bethel, AK","HPB","Hooper Bay, AK",
"BET","Bethel, AK","ENA","Kenai, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","DLG","Dillingham, AK",
"BET","Bethel, AK","PQS","Pilot Station, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","KOT","Kotlik, AK",
"BET","Bethel, AK","SCM","Scammon Bay, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","EEK","Eek, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KWK","Kwigillingok, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","NME","Nightmute, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WWT","Newtok, AK",
"BET","Bethel, AK","MOU","Mountain Village, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","PQS","Pilot Station, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","AUK","Alakanuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","RSH","Russian Mission, AK",
"BET","Bethel, AK","KOT","Kotlik, AK",
"BET","Bethel, AK","WTL","Tuntutuliak, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","KKI","Akiachak, AK",
"BET","Bethel, AK","CYF","Chefornak, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","CKD","Crooked Creek, AK",
"BET","Bethel, AK","KGX","Grayling, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","EHM","Cape Newenham, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","KKH","Kongiganak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","KPN","Kipnuk, AK",
"BET","Bethel, AK","AUK","Alakanuk, AK",
"BET","Bethel, AK","OOK","Toksook, AK",
"BET","Bethel, AK","HCR","Holy Cross, AK",
"BET","Bethel, AK","RSH","Russian Mission, AK",
"BET","Bethel, AK","KOT","Kotlik, AK",
"BET","Bethel, AK","MYU","Mekoryuk, AK",
"BET","Bethel, AK","ATT","Atmautluak, AK",
"BET","Bethel, AK","TLT","Tuluksak, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","TNK","Tununak, AK",
"BET","Bethel, AK","PKA","Napaskiak, AK",
"BET","Bethel, AK","CKD","Crooked Creek, AK",
"BET","Bethel, AK","SXP","Sheldon Point, AK",
"BET","Bethel, AK","MOU","Mountain Village, AK",
"BET","Bethel, AK","HPB","Hooper Bay, AK",
"BET","Bethel, AK","KMO","Manokotak, AK",
"BET","Bethel, AK","EMK","Emmonak, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","KSM","St. Mary's, AK",
"BET","Bethel, AK","VAK","Chevak, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","HCR","Holy Cross, AK",
"BET","Bethel, AK","KOT","Kotlik, AK",
"BET","Bethel, AK","MLL","Marshall, AK",
"BET","Bethel, AK","CHU","Chuathbaluk, AK",
"BET","Bethel, AK","KWT","Kwethluk, AK",
"BET","Bethel, AK","NUP","Nunapitchuk, AK",
"BET","Bethel, AK","KUK","Kasigluk, AK",
"BET","Bethel, AK","WNA","Napakiak, AK",
"BET","Bethel, AK","CKD","Crooked Creek, AK",
"BET","Bethel, AK","SXP","Sheldon Point, AK",
"BET","Bethel, AK","BET","Bethel, AK",
"BET","Bethel, AK","ANV","Anvik, AK",
"BET","Bethel, AK","EHM","Cape Newenham, AK",
"BET","Bethel, AK","CZF","Cape Romanzof, AK",
"BET","Bethel, AK","KLG","Kalskag, AK",
"BET","Bethel, AK","KWN","Quinhagak, AK",
"BET","Bethel, AK","SNP","St. Paul, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","STG","St. George Island, AK",
"BET","Bethel, AK","ANC","Anchorage, AK",
"BET","Bethel, AK","OME","Nome, AK",
"BFD","Bradford, PA","PIT","Pittsburgh, PA",
"BFF","Scottsbluff, NE","CPR","Casper, WY",
"BFF","Scottsbluff, NE","HDN","Hayden, CO",
"BFF","Scottsbluff, NE","DEN","Denver, CO",
"BFF","Scottsbluff, NE","DEN","Denver, CO",
"BFF","Scottsbluff, NE","DEN","Denver, CO",
"BFF","Scottsbluff, NE","DEN","Denver, CO",
"BFF","Scottsbluff, NE","DEN","Denver, CO",
"BFI","Seattle, WA","SLC","Salt Lake City, UT",
"BFI","Seattle, WA","SAN","San Diego, CA",
"BFI","Seattle, WA","DFW","Dallas/Fort Worth, TX",
"BFI","Seattle, WA","PIA","Peoria, IL",
"BFI","Seattle, WA","ONT","Ontario, CA",
"BFI","Seattle, WA","DEN","Denver, CO",
"BFI","Seattle, WA","SLC","Salt Lake City, UT",
"BFI","Seattle, WA","GEG","Spokane, WA",
"BFI","Seattle, WA","PDX","Portland, OR",
"BFI","Seattle, WA","PHX","Phoenix, AZ",
"BFI","Seattle, WA","SDF","Louisville, KY",
"BFI","Seattle, WA","PHX","Phoenix, AZ",
"BFI","Seattle, WA","ONT","Ontario, CA",
"BFI","Seattle, WA","SDF","Louisville, KY",
"BFI","Seattle, WA","BIS","Bismarck/Mandan, ND",
"BFI","Seattle, WA","PDX","Portland, OR",
"BFI","Seattle, WA","HOU","Houston, TX",
"BFI","Seattle, WA","ATL","Atlanta, GA",
"BFI","Seattle, WA","LAX","Los Angeles, CA",
"BFI","Seattle, WA","SJC","San Jose, CA",
"BFI","Seattle, WA","AUS","Austin, TX",
"BFI","Seattle, WA","BFI","Seattle, WA",
"BFI","Seattle, WA","FRD","Friday Harbor, WA",
"BFI","Seattle, WA","ESD","Eastsound, WA",
"BFI","Seattle, WA","PAE","Everett, WA",
"BFI","Seattle, WA","RCE","Roche Harbor, WA",
"BFI","Seattle, WA","BFI","Seattle, WA",
"BFI","Seattle, WA","ESD","Eastsound, WA",
"BFI","Seattle, WA","MVW","Burlington/Mount Vernon, WA",
"BFI","Seattle, WA","BUR","Burbank, CA",
"BFI","Seattle, WA","TEB","Teterboro, NJ",
"BFI","Seattle, WA","LGB","Long Beach, CA",
"BFI","Seattle, WA","BWI","Baltimore, MD",
"BFI","Seattle, WA","DEN","Denver, CO",
"BFI","Seattle, WA","SAT","San Antonio, TX",
"BFI","Seattle, WA","BUR","Burbank, CA",
"BFI","Seattle, WA","SAT","San Antonio, TX",
"BFI","Seattle, WA","ONT","Ontario, CA",
"BFI","Seattle, WA","GEG","Spokane, WA",
"BFI","Seattle, WA","RFD","Rockford, IL",
"BFI","Seattle, WA","SBD","San Bernardino, CA",
"BFI","Seattle, WA","SDF","Louisville, KY",
"BFL","Bakersfield, CA","DFW","Dallas/Fort Worth, TX",
"BFL","Bakersfield, CA","OKC","Oklahoma City, OK",
"BFL","Bakersfield, CA","ONT","Ontario, CA",
"BFL","Bakersfield, CA","PHX","Phoenix, AZ",
"BFL","Bakersfield, CA","DEN","Denver, CO",
"BFL","Bakersfield, CA","SFO","San Francisco, CA",
"BFL","Bakersfield, CA","DFW","Dallas/Fort Worth, TX",
"BFL","Bakersfield, CA","PHX","Phoenix, AZ",
"BFL","Bakersfield, CA","SBP","San Luis Obispo, CA",
"BFM","Mobile, AL","MEM","Memphis, TN",
"BFM","Mobile, AL","IND","Indianapolis, IN",
"BFM","Mobile, AL","MEM","Memphis, TN",
"BFM","Mobile, AL","MSY","New Orleans, LA",
"BFM","Mobile, AL","ATL","Atlanta, GA",
"BFM","Mobile, AL","ATL","Atlanta, GA",
"BGM","Binghamton, NY","DTW","Detroit, MI",
"BGR","Bangor, ME","ORD","Chicago, IL",
"BGR","Bangor, ME","ORD","Chicago, IL",
"BGR","Bangor, ME","ORD","Chicago, IL",
"BGR","Bangor, ME","ATL","Atlanta, GA",
"BGR","Bangor, ME","PQI","Presque Isle/Houlton, ME",
"BGR","Bangor, ME","PWM","Portland, ME",
"BGR","Bangor, ME","SFB","Sanford, FL",
"BGR","Bangor, ME","SFB","Sanford, FL",
"BGR","Bangor, ME","PIE","St. Petersburg, FL",
"BGR","Bangor, ME","FLL","Fort Lauderdale, FL",
"BGR","Bangor, ME","MIA","Miami, FL",
"BGR","Bangor, ME","DTW","Detroit, MI",
"BGR","Bangor, ME","LGA","New York, NY",
"BGR","Bangor, ME","BOS","Boston, MA",
"BGR","Bangor, ME","JFK","New York, NY",
"BGR","Bangor, ME","JFK","New York, NY",
"BGR","Bangor, ME","DTW","Detroit, MI",
"BGR","Bangor, ME","CLT","Charlotte, NC",
"BGR","Bangor, ME","PHL","Philadelphia, PA",
"BGR","Bangor, ME","PHL","Philadelphia, PA",
"BGR","Bangor, ME","DCA","Washington, DC",
"BGR","Bangor, ME","PHL","Philadelphia, PA",
"BGR","Bangor, ME","JFK","New York, NY",
"BGR","Bangor, ME","IAD","Washington, DC",
"BHB","Bar Harbor, ME","TEB","Teterboro, NJ",
"BHB","Bar Harbor, ME","TEB","Teterboro, NJ",
"BHB","Bar Harbor, ME","BOS","Boston, MA",
"BHM","Birmingham, AL","MIA","Miami, FL",
"BHM","Birmingham, AL","DFW","Dallas/Fort Worth, TX",
